vin,avg_battery,battery_std,min_battery,max_battery,total_records,avg_latitude,avg_longitude
MD9EMHDL24F217290,69.56,29.44,0.0,100.0,184,28.62,77.08
MD9EMHDL24F217304,82.77,21.0,42.27,100.0,128,28.65,77.09
MD9EMHDL24F217306,65.25,28.45,0.03,100.0,175,28.65,77.09
MD9EMHDL24F217307,87.27,19.09,31.42,100.0,128,28.6,77.38
MD9EMHDL24F217308,65.87,0.0,65.87,65.87,4,28.7,77.12
MD9EMHDL24F217309,86.91,20.02,25.87,100.0,168,28.67,77.23
MD9EMHDL24F217317,80.08,25.25,8.37,100.0,163,28.69,77.27
MD9EMHDL24F217318,80.92,26.12,4.05,100.0,155,28.72,77.12
MD9EMHDL24F217320,69.61,29.11,2.86,100.0,137,28.64,77.39
MD9EMHDL24F217323,92.05,16.25,17.08,100.0,155,13.05,79.88
MD9EMHDL24F217333,79.99,16.97,33.03,100.0,151,28.61,77.12
MD9EMHDL24F217336,63.6,11.42,48.8,91.77,24,28.59,77.19
MD9EMHDL24F217337,85.74,17.15,54.07,100.0,141,28.75,77.1
MD9EMHDL24F217338,62.52,20.2,6.76,97.22,191,28.61,77.13
MD9EMHDL24F217361,81.13,23.22,9.79,100.0,169,28.63,77.13
MD9EMHDL24F217366,84.32,21.07,17.19,100.0,146,28.71,77.15
MD9EMHDL24F217377,79.16,16.09,50.37,99.92,191,28.67,77.18
MD9EMHDL24G217001,92.8,0.0,92.8,92.8,4,28.48,77.3
MD9EMHDL24G217002,76.48,18.79,38.49,99.99,123,28.68,77.19
MD9EMHDL24G217003,83.37,21.68,23.9,100.0,138,28.69,77.23
MD9EMHDL24G217004,67.22,23.24,25.01,99.8,118,28.69,77.09
MD9EMHDL24G217005,99.0,0.0,99.0,99.0,4,28.7,77.07
MD9EMHDL24G217008,70.64,22.24,6.14,100.0,184,28.53,77.25
MD9EMHDL24G217015,70.33,28.74,2.06,99.76,183,28.65,77.08
MD9EMHDL24G217017,66.2,20.19,34.9,99.99,121,28.67,77.03
MD9EMHDL24G217018,71.15,18.12,30.86,99.87,46,28.57,77.35
MD9EMHDL24G217021,72.03,19.2,38.93,99.92,48,28.63,77.12
MD9EMHDL24G217022,74.66,24.08,28.71,99.7,124,17.49,78.37
MD9EMHDL24G217026,78.12,22.98,33.8,99.99,151,28.74,77.2
MD9EMHDL24G217036,90.91,15.55,34.28,100.0,123,28.75,77.29
MD9EMHDL24G217037,77.51,25.96,17.3,99.98,167,28.7,77.2
MD9EMHDL24G217046,62.58,28.02,16.0,100.0,141,28.61,77.37
MD9EMHDL24G217048,85.06,18.33,36.34,99.6,112,17.48,78.5
MD9EMHDL24G217055,74.71,25.34,13.5,99.99,188,28.62,77.03
MD9EMHDL24G217056,85.73,15.85,45.84,100.0,154,28.65,77.1
MD9EMHDL24G217060,66.52,14.38,35.42,98.64,119,28.64,77.12
MD9EMHDL24G217083,87.67,19.46,19.24,100.0,78,28.7,77.08
MD9EMHDL24G217084,56.96,27.33,14.46,99.99,145,12.97,80.23
MD9EMHDL24G217090,64.06,23.48,4.59,100.0,148,28.84,77.1
MD9EMHDL24G217109,62.72,34.47,0.0,100.0,176,28.72,77.16
MD9EMHDL24G217132,72.82,16.45,36.59,88.39,132,17.33,78.44
MD9EMHDL24G217134,80.33,22.71,14.3,100.0,160,28.48,77.27
MD9EMHDL24G217144,77.53,28.28,36.7,99.99,121,28.6,77.04
MD9EMHDL24G217152,73.93,19.94,25.86,99.98,137,16.48,32189.89
MD9EMHDL24G217159,57.36,19.19,22.64,99.61,134,28.45,2952.11
MD9EMHDL24G217166,98.22,0.92,96.4,99.0,102,17.47,78.3
MD9EMHDL24G217168,91.73,9.55,62.39,99.99,137,17.33,78.54
MD9EMHDL24G217170,75.47,20.24,34.5,99.99,138,28.55,77.32
MD9EMHDL24G217178,96.03,3.48,78.91,100.0,91,28.49,77.23
MD9EMHDL24G217194,65.56,27.44,0.13,100.0,97,28.66,77.23
MD9EMHDL24G217196,75.79,26.33,1.8,100.0,155,28.51,4595.3
MD9EMHDL24G217197,58.08,12.85,49.0,98.13,191,28.61,77.35
MD9EMHDL24G217198,80.14,25.09,0.61,100.0,191,28.68,77.29
MD9EMHDL24G217199,78.67,24.02,13.35,100.0,176,28.54,77.29
MD9EMHDL24G217210,93.22,0.92,91.2,94.86,191,28.61,77.41
MD9EMHDL24G217213,80.39,26.55,5.26,100.0,186,28.37,77.3
MD9EMHDL24G217215,84.45,20.16,17.5,100.0,138,13.11,80.13
MD9EMHDL24H217003,83.34,19.62,43.26,100.0,123,16.27,80.44
MD9EMHDL24H217011,74.19,25.24,14.06,100.0,111,28.59,77.36
MD9EMHDL24H217012,78.01,26.94,13.42,100.0,187,28.69,77.1
MD9EMHDL24H217013,70.51,24.41,3.43,100.0,103,28.72,77.26
MD9EMHDL24H217017,53.69,22.4,3.85,99.79,114,28.5,77.29
MD9EMHDL24H217020,84.03,21.72,12.55,100.0,133,28.46,77.03
MD9EMHDL24H217024,58.63,10.91,40.45,72.97,13,28.75,77.16
MD9EMHDL24H217028,65.61,27.28,7.84,100.0,57,12.63,80.06
MD9EMHDL24H217029,87.49,16.4,39.22,100.0,156,28.71,77.01
MD9EMHDL24H217032,96.4,0.0,96.4,96.4,4,28.36,77.3
MD9EMHDL24H217033,83.34,24.37,11.1,100.0,190,28.45,77.29
MD9EMHDL24H217043,72.66,29.0,5.4,99.99,163,28.72,77.18
MD9EMHDL24H217056,62.65,28.11,13.42,100.0,118,28.52,77.05
MD9EMHDL24H217081,67.41,0.0,67.41,67.41,4,13.04,77.52
MD9EMHDL24H217083,78.58,23.32,19.45,100.0,180,28.51,77.19
MD9EMHDL24H217088,97.29,0.0,97.29,97.29,4,28.54,77.03
MD9EMHDL24H217091,69.93,30.49,0.0,100.0,174,28.62,77.1
MD9EMHDL24H217095,71.9,24.62,18.57,99.83,191,28.54,77.32
MD9EMHDL24H217099,60.9,32.95,1.81,97.0,141,28.81,77.12
MD9EMHDL24H217108,85.53,16.71,33.33,99.94,191,28.63,77.05
MD9EMHDL24H217111,77.69,18.67,41.97,100.0,133,28.61,77.29
MD9EMHDL24H217116,68.85,28.14,13.06,100.0,150,28.66,77.13
MD9EMHDL24H217120,76.59,23.86,26.16,100.0,137,28.67,77.14
MD9EMHDL24H217139,61.87,21.5,15.64,100.0,164,13.1,80.2
MD9EMHDL24H217167,88.22,6.3,60.38,96.85,67,17.06,78.65
MD9EMHDL24H217177,85.95,19.52,14.82,100.0,116,13.13,80.17
MD9EMHDL24H217182,99.33,2.45,82.23,100.0,118,28.61,77.32
MD9EMHDL24H217208,44.41,0.0,44.41,44.41,4,17.57,78.51
MD9EMHDL24H217213,80.31,25.93,6.83,100.0,135,28.56,77.27
MD9EMHDL24H217219,69.08,29.88,10.16,100.0,123,28.51,77.3
MD9EMHDL24H217225,78.98,23.17,18.43,100.0,143,28.61,77.3
MD9EMHDL24H217229,83.17,16.99,41.75,97.61,121,28.65,77.32
MD9EMHDL24H217237,70.4,22.07,9.17,100.0,191,28.63,77.12
MD9EMHDL24H217238,67.2,24.96,16.89,100.0,189,28.66,77.18
MD9EMHDL24H217245,65.54,30.95,7.98,100.0,143,28.59,77.1
MD9EMHDL24J217005,98.56,3.14,88.18,99.76,110,28.61,77.15
MD9EMHDL24J217007,76.49,26.78,8.83,100.0,160,28.72,77.16
MD9EMHDL24J217018,85.92,23.34,7.35,100.0,133,28.68,77.07
MD9EMHDL24J217026,88.15,30.57,3.43,100.0,105,28.71,77.3
MD9EMHDL24J217031,81.07,21.16,14.72,100.0,141,28.52,77.28
MD9EMHDL24J217032,87.7,16.26,26.71,100.0,153,28.61,77.39
MD9EMHDL24J217033,83.94,20.14,23.29,100.0,166,12.92,80.18
MD9EMHDL24J217038,71.73,28.88,4.65,100.0,144,28.62,77.28
MD9EMHDL24J217039,75.63,26.3,3.1,100.0,170,28.71,77.17
MD9EMHDL24J217040,84.37,24.16,6.49,100.0,138,28.64,77.07
MD9EMHDL24J217041,94.51,4.55,89.32,100.0,108,28.62,77.31
MD9EMHDL24J217042,86.06,21.21,6.09,100.0,189,28.65,77.38
MD9EMHDL24J217044,75.33,29.13,11.68,100.0,149,28.7,77.09
MD9EMHDL24J217052,79.68,21.74,19.59,100.0,159,28.59,77.38
MD9EMHDL24J217057,81.52,25.14,12.26,100.0,124,28.61,77.36
MD9EMHDL24J217064,64.63,30.5,3.88,100.0,143,28.54,77.21
MD9EMHDL24J217071,86.85,17.6,49.5,100.0,149,28.63,77.29
MD9EMHDL24J217078,68.92,26.14,5.54,100.0,93,28.57,77.11
MD9EMHDL24J217079,82.49,22.27,23.44,100.0,138,28.67,77.42
MD9EMHDL24J217080,73.32,25.63,5.82,100.0,121,28.67,77.34
MD9EMHDL24J217081,83.8,23.4,5.91,100.0,154,28.59,77.35
MD9EMHDL24J217110,52.23,28.06,2.0,100.0,155,28.52,77.19
MD9EMHDL24J217124,82.36,18.88,38.71,100.0,157,28.66,77.06
MD9EMHDL24J217131,74.98,29.63,5.64,100.0,161,28.45,77.29
MD9EMHDL24J217140,78.25,22.96,6.74,100.0,126,28.41,76.92
MD9EMHDL24J217143,63.61,21.11,26.24,100.0,145,28.61,77.07
MD9EMHDL24J217151,81.6,20.49,27.87,100.0,132,28.68,77.26
MD9EMHDL24J217156,74.86,27.24,8.09,100.0,118,28.68,77.34
MD9EMHDL24J217160,83.35,24.13,12.38,100.0,120,28.7,77.06
MD9EMHDL24J217166,68.74,23.51,22.47,100.0,157,28.65,77.41
MD9EMHDL24J217167,83.89,19.43,25.01,100.0,171,28.62,77.44
MD9EMHDL24J217168,73.99,23.9,24.96,100.0,90,28.7,8230.61
MD9EMHDL24J217178,83.14,20.57,30.0,100.0,135,28.66,77.38
MD9EMHDL24J217179,93.44,14.18,30.3,100.0,119,28.62,77.3
MD9EMHDL24J217188,71.47,26.67,20.1,100.0,142,28.54,77.29
MD9EMHDL24J217190,79.87,25.52,3.62,100.0,142,28.67,77.38
MD9EMHDL24J217191,70.55,30.63,5.67,100.0,150,28.64,77.36
MD9EMHDL24J217197,82.68,18.31,29.59,100.0,162,28.66,77.16
MD9EMHDL24J217199,73.07,25.2,28.07,100.0,146,28.69,77.1
MD9EMHDL24J217200,79.09,23.95,11.02,100.0,159,28.46,76.88
MD9EMHDL24J217206,67.12,25.45,16.68,100.0,120,28.73,76.94
MD9EMHDL24J217208,80.57,19.0,16.71,100.0,96,28.73,77.07
MD9EMHDL24J217219,86.91,20.8,3.22,100.0,135,28.58,77.25
MD9EMHDL24J217221,81.56,23.91,9.38,100.0,149,28.65,77.19
MD9EMHDL24J217226,87.55,18.43,29.48,100.0,158,755.66,77.07
MD9EMHDL24J217227,79.88,26.23,22.65,100.0,135,1145.4,77.32
MD9EMHDL24J217231,73.5,26.1,12.84,100.0,70,28.58,77.36
MD9EMHDL24J217232,85.59,20.71,21.55,100.0,151,28.63,77.33
MD9EMHDL24J217233,87.34,18.15,22.06,100.0,153,28.61,77.37
MD9EMHDL24J217234,54.05,0.47,52.68,54.32,104,28.49,77.29
MD9EMHDL24J217242,87.69,21.01,5.26,100.0,157,28.62,77.13
MD9EMHDL24J217253,74.41,25.48,4.51,100.0,173,28.7,77.15
MD9EMHDL24K217054,54.71,24.61,5.49,99.36,137,12.91,80.19
MD9EMHDL24K217061,76.35,26.78,9.97,99.99,159,28.65,77.06
MD9EMHDL24K217065,76.38,25.11,15.0,100.0,135,28.64,77.36
MD9EMHDL24K217072,78.16,30.09,3.65,100.0,186,28.61,77.34
MD9EMHDL24K217080,62.42,34.79,7.0,100.0,145,28.31,77.24
MD9EMHDL24K217089,76.27,28.74,7.33,100.0,162,28.51,77.34
MD9EMHDL24K217092,79.76,20.55,14.93,100.0,156,28.58,77.31
MD9EMHDL24K217098,68.39,15.87,43.99,99.99,146,28.68,77.17
MD9EMHDL24K217102,73.2,25.05,6.09,100.0,139,28.69,77.1
MD9EMHDL24K217122,93.96,11.48,36.26,100.0,125,28.68,77.35
MD9EMHDL24K217135,85.02,21.88,8.4,100.0,153,28.79,77.13
MD9EMHDL24K217136,75.49,22.47,11.98,99.95,137,28.64,77.21
MD9EMHDL24K217145,86.09,20.67,18.59,100.0,154,28.62,77.38
MD9EMHDL24K217153,77.68,27.44,10.56,100.0,127,28.6,1201.95
MD9EMHDL24K217154,80.75,13.77,51.16,100.0,154,215.39,77.13
MD9EMHDL24K217171,65.45,26.93,4.46,98.92,141,28.63,77.29
MD9EMHDL24K217173,87.12,24.54,6.0,100.0,125,28.44,77.11
MD9EMHDL24K217178,68.59,29.45,4.38,100.0,144,28.71,77.39
MD9EMHDL24K217194,75.58,26.38,15.5,100.0,164,28.59,77.3
MD9EMHDL24K217197,81.65,21.87,14.47,99.99,148,28.51,77.19
MD9EMHDL24K217204,66.26,32.1,8.66,100.0,131,28.63,77.11
MD9EMHDL24K217211,71.1,21.83,13.65,99.94,163,28.54,77.23
MD9EMHDL24K217213,66.81,27.52,7.63,100.0,141,28.61,77.15
MD9EMHDL24K217219,64.5,30.68,2.68,99.53,184,28.64,77.06
MD9EMHDL24K217226,85.06,20.73,11.7,100.0,150,28.6,77.33
MD9EMHDL24K217233,75.24,27.18,13.27,100.0,138,28.61,77.12
MD9EMHDL24K217239,76.4,28.09,3.83,99.99,140,28.62,77.33
MD9EMHDL24K217269,61.34,0.61,60.0,62.0,112,28.51,77.29
MD9EMHDL24K217299,76.72,23.92,18.0,100.0,170,28.62,77.1
